branch_code,branch,sap_id,name,address,phone,latitude,longitude,zipcode
3102,UNIT BISNIS BALIKPAPAN,AB34,KF. SIMPANG PAIT,Jl. Negara Km 90 RT 07 Simpang Pait Kab Tana Grogot,08115995894,-1.606905,116.163654,76282
3102,UNIT BISNIS BALIKPAPAN,AB36,KF PENAJAM,Jl. Provinsi Km. 2 Penajam Paser Utara,08115988713,-1.260476,116.766187,76141
3102,UNIT BISNIS BALIKPAPAN,AB37,KF NUNUKAN,"Jl. Pattimura Rt.6 No.99 Kec/Kab. Nunukan , Kel. Nunukan Timur",08115988714,4.1401175,117.6567452,77482
3102,UNIT BISNIS BALIKPAPAN,AB39,KF Berau III (Rinding),Jl. Marsama Iswahyudi kelurahan Rinding Kecamatan Teluk Bayur Kabupaten Berau Kalimantan timur,081110678432,2.1649956,117.4505488,77313
3102,UNIT BISNIS BALIKPAPAN,AB40,KF Bulungan Balikpapan,Jl. Kol. H. Soetadji RT 16 Tanjung Selor Ilir,081365696550,2.845304,117.36889,77212
3102,UNIT BISNIS BALIKPAPAN,AB41,KF Berau IV (Antasari),"Jl. Pangeran Antasari RT. 09 No. 1064, Tanjung Redep Kabupaten Berau Kalimantan Timur.",081110678425,2.156953,117.496816,45256
3102,UNIT BISNIS BALIKPAPAN,AB42,Klinik Mandiri KF Ria Kencana PKBI,"Jl. Letnan Jend Suprapto No. 1, Kel. Gn. Kelua, Kec. Samarinda Ulu, Samarinda, Kalimantan Timur 75123",,,,75111
3102,UNIT BISNIS BALIKPAPAN,AB44,KF Bandara BPN,"Jl. Marsma R. Iswahyudi, Sepinggan, Kecamatan Balikpapan Selatan, Balikpapan, Kalimantan Timur 76115",081159786721,-1.2658151,116.8977258,76115
3102,UNIT BISNIS BALIKPAPAN,AB45,KF A. Yani II,"JL. Jend. A. Yani No. 20, Kel. Gn. Sari Ilir Kec. Balikpapan Tengah, Kota Balikpapan",081255069304,-1.266137,116.837032,76121
3102,UNIT BISNIS BALIKPAPAN,AB46,KF MT. Haryono II,Jl. MT. Haryono RT.41 Damai Baru,081345779117,-1.254583321,116.868731,76114
3101,UNIT BISNIS BANDA ACEH,AA01,KF.0037 Diponegoro,Jl. Diponegoro No. 8,081362614585,5.553818,95.3194918,97572
3101,UNIT BISNIS BANDA ACEH,AA02,KF.0060 Arun,Jl. Merdeka No. 47 B - C,081110678321,5.18087,97.143713,71452
3101,UNIT BISNIS BANDA ACEH,AA03,KF.0081 Tm Zein,Jl. T.M. Zein No. 1 E,081110678299,4.470177,97.970868,24454
3101,UNIT BISNIS BANDA ACEH,AA04,KF.0092 Peunyoung,Jl. Chairil Anwar No. 13,082165895472,5.557803,95.321015,23122
3101,UNIT BISNIS BANDA ACEH,AA05,KF.0161 Seutui,Jl. Teuku Umar No. 201,081110678324,5.54077,95.310245,23243
3101,UNIT BISNIS BANDA ACEH,AA06,KF.0292 Daud Beureuh,Jl. Pocut Baren No 37 C-D Kota Banda Aceh,082275582005,5.562291,95.326384,23681
3101,UNIT BISNIS BANDA ACEH,AA07,KF.0397 Sigli,Jl. Perdagangan No. 1,081110678397,5.3845625,95.9603125,24115
3101,UNIT BISNIS BANDA ACEH,AA0712,PPO KF 397 Tijue,"Jl Banda Aceh-Medan , km 116 , Gp. Dayah Teungoh Tijue",081397609857,5.360944,95.959905,24151
3101,UNIT BISNIS BANDA ACEH,AA08,KF.0402 Lamprit,Jl. Tgk Daud Beureueh No. 167,081110678297,5.563752,95.335159,24472
3101,UNIT BISNIS BANDA ACEH,AA09,KF.0403 Bireun,Jl. T. Hamzah Bendahara No. 19,082274479004,5.204031,96.6995458,24251
3101,UNIT BISNIS BANDA ACEH,AA10,KF.Pel006 RSUD Zainul Abidin,"Kompleks New RSUD, Jl. Tgk Daud Beureueh No.108",081356861166,5.563397,95.338285,24472
3101,UNIT BISNIS BANDA ACEH,AA11,KF Unsyiah,"Jl. Teuku Nyak Arief, Banda Aceh",082274240511,5.572899,95.364112,23111
3101,UNIT BISNIS BANDA ACEH,AA12,KF.0482 QMC,Jl.Tgk. Daud Beureueh No. 44,081110678088,5.558187,95.326868,23681
3101,UNIT BISNIS BANDA ACEH,AA13,KF.Pel Simeuleu RSUD Simeulue,Jl. Teuku Raja Mahmud No.1 Kom,082299171850,2.465275,96.376409,23891
3101,UNIT BISNIS BANDA ACEH,AA14,KF.Darsa Darsa,Jl. Darussalam No. 49 B Lhokse,085262857545,5.183343,97.14533,24315
3101,UNIT BISNIS BANDA ACEH,AA15,KF.Lueng Bata Lueng Bata,Jl. Tengku Imuem lueng Bata No,081110678448,5.544886,95.3343768,24392
3101,UNIT BISNIS BANDA ACEH,AA16,KF.Ulka Ulka,"Jl. T. Iskandar, Banda Aceh",082362850232,5.552316,95.349054,23117
3101,UNIT BISNIS BANDA ACEH,AA17,KF. A. Yani Langsa 2,Jl. A. Yani No. 140 A-B Langsa,082261393010,4.474083,97.962133,24454
3101,UNIT BISNIS BANDA ACEH,AA19,KF. Lampeuneurut,Jl. Soekarno Hatta No. 22,081362338987,5.5170442,95.3165006,23238
3101,UNIT BISNIS BANDA ACEH,AA20,KF. Meulaboh,Jl. Gajah Mada No.63,081110678387,4.154698,96.130381,23652
3101,UNIT BISNIS BANDA ACEH,AA24,KF. BATOH,Jl. MR. Mohammad Has,085362001536,5.539729,95.330349,23245
3101,UNIT BISNIS BANDA ACEH,AA27,KlinikMandiriKFTapakTuan,Jln. Merdeka no. 70,08562310677,,,33414
3101,UNIT BISNIS BANDA ACEH,AA33,KF KEUTAPANG,"Jl. Mata Le, Keutapang - Banda Aceh",081110678279,5.514852,95.303493,23352
3101,UNIT BISNIS BANDA ACEH,AA34,KF DRIEN RAMPAK,"Jl. Nasional, Drien Rampak Meulaboh - Aceh",081110678391,4.15021,96.132909,23616
3101,UNIT BISNIS BANDA ACEH,AA35,KF NYAK MAKAM,"Jl. P. Nyak Makam, Ulee Kareng - Banda Aceh",082363265982,5.556179,95.344362,23117
3101,UNIT BISNIS BANDA ACEH,AA36,KF Pel RS Tapaktuan,Jl. Ben Mahmud No 86 A Tapak Tuan- Aceh,082331997447,3.286815,97.1575658,23711
3101,UNIT BISNIS BANDA ACEH,AA37,KF Prada,"Jl. Teuku Nyak Arif, Syiah Kuala, Banda Aceh",085372809997,5.575504,95.347002,23111
3101,UNIT BISNIS BANDA ACEH,AA38,KF Takengon,"Jln Lebe Kader, Kecamatan Bebesan, Kota Takengon, Aceh Tengah",081376893680,4.63358,96.842339,71452
3101,UNIT BISNIS BANDA ACEH,AA39,KF Kota Juang,"Jl. B. Aceh - Medan, Kota Juang, Bireuen",082370051086,5.202362,96.697461,24455
3101,UNIT BISNIS BANDA ACEH,AA41,KF Merdeka Tapaktuan,Jl. Merdeka No. 69-70,082164990692,3.255452,97.180347,23711
3101,UNIT BISNIS BANDA ACEH,AA42,KF Sultan Iskandar Muda,Jl. Nasional Meulaboh - Tapak Tuan,082155844208,4.11854,96.311115,20772
3101,UNIT BISNIS BANDA ACEH,AA4211,PPO RS SIM Nagan Raya,Jl. Meulaboh - Tapaktuan RS Sultan,085275290852,4.118741,96.311673,23661
3101,UNIT BISNIS BANDA ACEH,AA43,KF Punge,"Jl. Sultan Iskandar Muda, Desa Pung",,,,23231
3101,UNIT BISNIS BANDA ACEH,AA44,KF Alfayat,"Jl. Sultan Malikul Saleh No.26, Neusu Aceh, Kec. Baiturrahman, Kota Banda Aceh",,5.5364406,95.310749,23241
3101,UNIT BISNIS BANDA ACEH,AA45,KF Pel RSUD Teungku Peukan Blangpidie,"jln nasional padang, meurante susoh, Kecamaten Blang Pidie, Kabupaten Aceh Barat Daya, Aceh",,3.7391784,96.7967337,23764
3103,UNIT BISNIS BANDUNG,AC01,KF.0010,Jl. Braga No.6,08112157639,-6.92048416,107.6,40111
3103,UNIT BISNIS BANDUNG,AC02,KF.0011,Jl. Supratman No.72,08112157640,-6.904162,107.628706,40122
3103,UNIT BISNIS BANDUNG,AC03,KF.0012,Jl. Merdeka No. 6,08112157641,-6.907161,107.6109,40115
3103,UNIT BISNIS BANDUNG,AC04,KF.0014,Jl. Cihampelas No.7,08112157642,-6.905765,107.604086,40514
3103,UNIT BISNIS BANDUNG,AC05,KF.0043,Jl. Buah Batu No.259,08112157643,-6.945697,107.631542,40264
3103,UNIT BISNIS BANDUNG,AC06,KF.0051,Jl. Ir H. Juanda No.69 Bandung,08112157644,-6.90047,107.612158,67271
3103,UNIT BISNIS BANDUNG,AC07,KF.0058,Jl. Pasir kaliki No.235,08112157645,-6.897407,107.5966668,17350
3103,UNIT BISNIS BANDUNG,AC08,KF.0127,Jl. Raya Ujung Berung No.40,08112157646,-6.914145,107.697997,46156
3103,UNIT BISNIS BANDUNG,AC09,KF.0204,Jl. Abdul Rachmansaleh No. 39,08112157647,-6.907549,107.584005,40174
3103,UNIT BISNIS BANDUNG,AC10,KF.0240,Jl. Rancabolang No.69,08112157648,-6.941234,107.663586,40295
3103,UNIT BISNIS BANDUNG,AC11,KF.0289,"Jalan BKR no. 87, RT. 01 RW. 06",08112157649,-6.93803,107.61486,46198
3103,UNIT BISNIS BANDUNG,AC12,KF.0319,"Jl. Raya Venus No.27, Metro Marga Rahayu",08112157650,-6.941502,107.667472,40295
3103,UNIT BISNIS BANDUNG,AC13,KF.0320 Amanah,Jl. Raya Cinunuk No. 192,08112157651,-6.936844,107.730057,40624
3103,UNIT BISNIS BANDUNG,AC14,KF.0355 Pasteur,Jl. Lemah Neundeut No. 1E,08112157652,-6.882676,107.580994,40164
3103,UNIT BISNIS BANDUNG,AC15,KF.0356,Jl. Banteng No.96,08112157653,-6.933908,107.6225747,40264
3103,UNIT BISNIS BANDUNG,AC16,KF.0360,Jl. Prabu Geusan Ulun No.82 Sumedang,08112157654,-6.856398,107.921927,45311
3103,UNIT BISNIS BANDUNG,AC17,KF.0380 antapani,Jl. Terusan Jakarta No.341,08112157655,-6.9152257,107.6671725,40291
3103,UNIT BISNIS BANDUNG,AC18,KF.0405 Subang,Jl. Otista No. 199,08112157656,-6.557513,107.772009,53271
3103,UNIT BISNIS BANDUNG,AC19,KF.0495 Buah Batu,Jl.Terusan Buah Batu No. 265,08112157658,-6.962392689,107.6386812,40287
3103,UNIT BISNIS BANDUNG,AC20,KF.Gatsu,Jl. Gatot Subroto No. 235,08112157657,-6.928603,107.6375448,40283
3103,UNIT BISNIS BANDUNG,AC21,KF.0498 Sindang Laya,Jl. Raya Sukamiskin No. 126B,08112157659,-6.904892,107.67747,40293
3103,UNIT BISNIS BANDUNG,AC22,KF. MEKARGALIH,"Jl. Raya Rancaekek Dusun Dangdeur, Kel. Mekargalih, Jatinangor, Kab. Sumedang",08112157662,-6.955924,107.77502,43291
3103,UNIT BISNIS BANDUNG,AC23,KF.Setia Budi,"Jl. Setiabudi No. 36, Taman sari , Bandung Wetan",08112157660,-6.88267,107.6010798,44163
3103,UNIT BISNIS BANDUNG,AC24,KF.MELONG,"Jl, Melong Asih No.  67 Bandung",08112157663,-6.9195227,107.5639377,40213
3103,UNIT BISNIS BANDUNG,AC25,KF.Cibaduyut,"Jl, Raya Cibaduyut No. 69B Bandung",08112157661,-6.960158,107.593485,40239
3103,UNIT BISNIS BANDUNG,AC26,KF.Dago UNPAD,Jl. Ir H. Juanda No.248 Bandung,08112157665,-6.882816,107.6146788,40134
3103,UNIT BISNIS BANDUNG,AC27,KF.Sulanjana 4,Jl. Sulanjana No.4 Bandung,08112157664,-6.899894,107.6120876,67271
3103,UNIT BISNIS BANDUNG,AC28,KF.CIUMBULEUIT,Jl. Ciumbuleuit No.73 Bandung,08112157667,-6.88086,107.603546,41151
3103,UNIT BISNIS BANDUNG,AC29,KF Tubagus,Jl. Tubagus Ismail Raya No. 39A,08112157668,-6.884742,107.61901,40134
3103,UNIT BISNIS BANDUNG,AC30,KF Lengkong,Jl. LENGKONG N0.117,08112157670,-6.928741,107.613157,40261
3103,UNIT BISNIS BANDUNG,AC31,KF Bhakti Kencana,Jl. AH Nasution No. 258 C,081110678349,-6.919311873,107.7083914,40614
3103,UNIT BISNIS BANDUNG,AC33,Apotek KF. Jatinangor,Jl. Raya Jatinangor,08112157671,-6.936399,107.762301,41281
3103,UNIT BISNIS BANDUNG,AC34,Apotek KF. Lembang,Jl. Grand Hotel No. 23,08112157669,-6.8170346,107.621039,91413
3103,UNIT BISNIS BANDUNG,AC35,Apotek KF Geger Kalong,Jl. Gegerkalong No.33,08112157684,-6.870137,107.591391,40153
3103,UNIT BISNIS BANDUNG,AC37,Apotek KF 167,Jl. Raya Tagog No.515 Kota Cimahi,08112157672,-6.875343,107.544765,40523
3103,UNIT BISNIS BANDUNG,AC38,Apotek KF 429,Jl. Raya Padalarang No.506 Kab Bandung Barat,08112157675,-6.844604,107.48798,45255
3103,UNIT BISNIS BANDUNG,AC39,Apotek KF 497,Jl. Taman Kopo Indah Raya No. 99B RT 002 RW 003,08112157677,-6.96676,107.57539,40228
3103,UNIT BISNIS BANDUNG,AC40,Apotek KF 381,Jalan Kopo Bihbul No. 7 RT01 RW01,08112157673,-6.961308131,107.5790743,40225
3103,UNIT BISNIS BANDUNG,AC41,Apotek KF Arimbi,Jl. Gunung Batu No.93 Kota Bandung,08112157678,-6.890483,107.563455,21256
3103,UNIT BISNIS BANDUNG,AC42,KF Katapang,"Jl. Terusan Kopo Km. 11 No. 73, Rt.003 Rw.008, Kel. Cilampeni, Kec. Katapang",08112157679,-6.986979,107.559062,53271
3103,UNIT BISNIS BANDUNG,AC43,Apotek KF Cihanjuang,Jl. Daeng Muhamad Ardiwinata No.25 Kota Cimahi,08112157680,-6.876335,107.550265,40513
3103,UNIT BISNIS BANDUNG,AC44,Apotek KF Cijerah Pola,Jl. Cijerah Raya No.225 Kota Bandung,08112157681,-6.926408,107.5653708,40213
3103,UNIT BISNIS BANDUNG,AC45,Apotek KF Koposari,Jl. Kopo Cirangrang No.523 Kota Bandung,08112157682,-6.9548875,107.5838129,40227
3103,UNIT BISNIS BANDUNG,AC46,Apotek KF Sariwangi,Jl. Sariwangi Raya No.132D Parongpong Kab. Bandung Barat,08112157683,-6.8631388,107.5685532,40559
3103,UNIT BISNIS BANDUNG,AC47,KF BUAH BATU 2,Jl. Buah Batu No. 250,08112157686,-6.944396,107.629481,40265
3103,UNIT BISNIS BANDUNG,AC48,KF KOPO 75,Jl. Kopo No. 75,08112157688,-6.931165,107.5964133,40242
3103,UNIT BISNIS BANDUNG,AC49,KF MARGA CINTA,Jl. Marga Cinta No. 58,08112157687,-6.954825,107.643447,40287
3103,UNIT BISNIS BANDUNG,AC50,KF SOREANG,Jl. Raya Soreang,08112157689,-7.018653,107.543912,40914
3103,UNIT BISNIS BANDUNG,AC51,KF BOJONGSOANG,Jl. Bojong Soang No. 85A,08112157690,-6.980281,107.6337118,40512
3103,UNIT BISNIS BANDUNG,AC52,KF CIWIDEY,Jl. Bhayangkara No. 281,08112312071,-7.103789,107.464793,40973
3103,UNIT BISNIS BANDUNG,AC53,KF PARONGPONG,Jl. Raya Kol. Masturi No. 209 Bandung,08112312073,-6.8039395,107.5875915,40559
3103,UNIT BISNIS BANDUNG,AC54,KF M TOHA,Jl. Raya Moh Toha No. 274 Bandung,081110678346,-6.951804,107.610495,40243
3103,UNIT BISNIS BANDUNG,AC57,Apotek KF Stasiun Bandung,Jl. Stasiun Selatan No. 25,08112312076,-6.915825,107.602689,40181
3103,UNIT BISNIS BANDUNG,AC58,KF Mandalajati,Jl. AH Nasution No. 105 Rt.004 Rw.002,08112312470,-6.903931,107.666221,40195
3103,UNIT BISNIS BANDUNG,AC59,KF Cimareme,Jl. Raya Cimareme No.299,08112312476,-6.860253,107.49971,45464
3103,UNIT BISNIS BANDUNG,AC60,KF Padasuka,Jl. Raya Barat No.791,08112312075,-6.868882,107.529341,42173
3103,UNIT BISNIS BANDUNG,AC61,KF Holis,"Jl. Holis No.247, Babakan",085175004038,-6.93666,107.57037,40221
3103,UNIT BISNIS BANDUNG,AC62,KF Antapani 2,Jl.purwakarta no 162 RT/RW 01/04 kelurahan antapani kidul antapani,081110678362,-6.917406,107.657942,
3103,UNIT BISNIS BANDUNG,AC63,KF Parahyangan,"Ruko Pancawarna no 27 Kota Baru Parahyangan, Kelurahan Cipeundeuy",08112312072,-6.86809,107.4675852,40553
3169,UNIT BISNIS BANGKA BELITUNG,CQ01,KF 0118,Jl. Jend. A. Yani No.96Batin T,08117847841,-2.122221,106.10865,33121
3169,UNIT BISNIS BANGKA BELITUNG,CQ02,KF Pel.029 RSUD Pangkal Pinang,Jl. Mayor Syafri Rahman Komp.,,-2.143688,106.125029,33146
3169,UNIT BISNIS BANGKA BELITUNG,CQ03,KF.0503 Suta,Jl.Mentok No 48,08117853185,-2.13311,106.106911,75559
3169,UNIT BISNIS BANGKA BELITUNG,CQ04,KF.0539 Sudirman S Liat,Jl. Jend Sudirman Sungai Liat,08117853187,-1.880442,106.114429,33215
3169,UNIT BISNIS BANGKA BELITUNG,CQ05,KF Sungai Liat 2,,,,,
3169,UNIT BISNIS BANGKA BELITUNG,CQ06,KF Semabung Baru,,,,,
3169,UNIT BISNIS BANGKA BELITUNG,CQ07,KF Sijuk,,,,,
3169,UNIT BISNIS BANGKA BELITUNG,CQ08,KF Sriwijaya,,,,,
3107,UNIT BISNIS BANJARMASIN,AG01,KF.0061,Jl. Veteran No. 51,08115137810,-3.3199127,114.5967686,84119
3107,UNIT BISNIS BANJARMASIN,AG02,KF.0120,"Jl. A. Yani Km 3,5 No. 134",08115137811,-3.32852,114.60941,70235
3107,UNIT BISNIS BANJARMASIN,AG03,KF.0188,Jl. S. Parman No. 42,08115137812,-3.313134,114.589776,70114
3107,UNIT BISNIS BANJARMASIN,AG04,KF.0217,Jl. A. Yani Km 2 No. 136,08115137813,-3.323809,114.601876,29282
3107,UNIT BISNIS BANJARMASIN,AG05,KF.0246 CEMPAKA,Jl. Cempaka Besar No. 18,08115137814,-3.32346,114.58517,70112
3107,UNIT BISNIS BANJARMASIN,AG06,KF.0265,Jl. A. Yani No. 49,081110678364,-3.019471,114.389732,73513
3107,UNIT BISNIS BANJARMASIN,AG07,KF.0336 Antasari,Jl. Pangeran Antasari No. 91,08115137816,-3.327803,114.605813,70234
3107,UNIT BISNIS BANJARMASIN,AG08,KF 383 S.Parman-2,Jalan S.Parman No.161 RT 01/001,08115137817,-3.30455,114.58785,70112
3107,UNIT BISNIS BANJARMASIN,AG09,KF.0433 A Yani 59,"Jl. A.Yani, Pemurus Luar",08115137818,-3.359522,114.633507,70654
3107,UNIT BISNIS BANJARMASIN,AG10,KF 444 Gatsu,Jl. Gatot Subroto,08115137819,-3.3263055,114.6172311,70234
3107,UNIT BISNIS BANJARMASIN,AG11,KF.0546 SUTOYO,Jl. Sutoyo S No.176 B,08115137820,-3.321844,114.576678,70117
3107,UNIT BISNIS BANJARMASIN,AG12,KF.Zahri Saleh,Jl.Sultan Adam No.1 Rt.20 Rw.02,08115137821,-3.304938,114.602051,70122
3107,UNIT BISNIS BANJARMASIN,AG13,KF Handil,"Jl. Trans Kalimantan Handil Bakti Rt. 09 , Kab. Barito Kuala",08115137822,-3.269528,114.601564,70582
3107,UNIT BISNIS BANJARMASIN,AG14,KF Pramuka,Jl.  Pramuka RT 30 Pemurus Luar,08115137823,-3.342962,114.629004,70236
3107,UNIT BISNIS BANJARMASIN,AG15,KF GAMBUT,"Jl.  A. Yani KM 13,8 Gambut, Kab. Banjar",08115137824,-3.403261,114.667637,71315
3107,UNIT BISNIS BANJARMASIN,AG17,KF Belitung Darat,Jl. Belitumg Darat No.38,05114321526,-3.3052928,114.585682,70112
3107,UNIT BISNIS BANJARMASIN,AG18,ApotekKF.Pulpis,Jl. Wad Dhuha Komplek Perkantoran Pulang Pisau,085251959624,-2.793814,114.265232,74861
3107,UNIT BISNIS BANJARMASIN,AG19,ApotekKF.0111,Jl.AYaniTimurNo.10Km34,08115137825,-3.442511,114.827132,70714
3107,UNIT BISNIS BANJARMASIN,AG20,ApotekKF.0179Martapura,"Jl.AYaniKm39,5No.47",08115137826,-3.415487,114.850115,70613
3107,UNIT BISNIS BANJARMASIN,AG21,ApotekKF.0431Mistar,"Jl. H. Mistar Cokrokusumo No.3-4, RT.015/RW.003",08115137839,-3.44751,114.846869,70714
3107,UNIT BISNIS BANJARMASIN,AG22,ApotekKF.0517GuntungPayung,"HQ2X+3PM, Jl. Ahmad Yani Jl. A. Yani",08115137828,-3.449778,114.799343,70724
3107,UNIT BISNIS BANJARMASIN,AG23,ApotekKF.0622Amaco,Jl.PanglimaBaturBarat,081110678405,-3.43879,114.824087,70714
3107,UNIT BISNIS BANJARMASIN,AG25,ApotekKF.0732Pelaihari,Jl.H Boejasin Rt.21,081110678375,-3.80061,114.776536,70814
3107,UNIT BISNIS BANJARMASIN,AG26,ApotekKFKandangan,Jl.PanglimaBaturRt.015Rw.002,08115137831,-2.784411,115.267391,71211
3107,UNIT BISNIS BANJARMASIN,AG27,ApotekKFTanjung,Jl. Ir. PH. Moch. Noor,08115137832,-2.17151,115.41454,71571
3107,UNIT BISNIS BANJARMASIN,AG28,ApotekKFBatulicin,"JL Raya Batulicin NO 153 RT.05 RW.02 Kel. Kampung Baru Kec.Simpang Empat , Tanah Bumbu",08115137833,-3.4252273,116.0045451,29566
3107,UNIT BISNIS BANJARMASIN,AG29,KF LANDASAN ULIN,Jl. A. Yani KM 25 Banjarbaru,08115137834,-3.442725,114.74733,70723
3107,UNIT BISNIS BANJARMASIN,AG31,APT KIMIA FARMA SULTAN ADAM 2,Jl. Sultan Adam No.10,08115137835,-3.29237,114.59923,70123
3107,UNIT BISNIS BANJARMASIN,AG32,APT KIMIA FARMA KOTABARU,Jl. Veteran No.12,08115137836,-3.246135,116.222711,46156
3107,UNIT BISNIS BANJARMASIN,AG33,KF POS Barabai,Jl. IR PHM Noor,08115137837,-2.584491,115.383252,71313
3107,UNIT BISNIS BANJARMASIN,AG34,KF Balangan,Jl. A Yani Rt. 05 Rw.01,08115137838,-2.341548,115.46054,70565
3107,UNIT BISNIS BANJARMASIN,AG36,KF Sungai Danau,Jl. Jend. Ahmad Yani Sungai Danau,082155730970,-3.77778,115.40309,72275
